token_address,s01_mint_authority,s02_freeze_authority,s03_upgradeable,s04_metadata_mutable,s05_lp_lock,s06_deployer_lp,s08_top10_holders,s09_whale_dominance,s10_sybil_clusters,s11_rug_history,s12_wallet_age,s13_suspicious_tx,s14_bot_spike,s15_wash_trading,s16_insider_dump,s17_social_verify,s18_fake_engagement,label,source
8078d0ddb146671117764801dd95e6cfeeee57c8c6da,0.1423,0.0,0.0093,0.1236,0.059,0.1002,0.1736,0.1596,0.0,0.0315,0.0,0.002,0.2128,0.0855,0.021,0.1215,0.0777,0,mock
d4d21722598fc9a191745922cadc1b785341ab302f15,0.8587,0.6819,0.8093,0.6222,0.8212,0.7989,0.8001,0.93,0.8235,0.6973,0.9368,0.5902,0.6845,0.8511,0.8869,0.8682,0.7676,1,mock
10afa4f86e87920357d40513b03306fe27f7f711e592,0.006,0.0669,0.1992,0.0031,0.2064,0.0643,0.3158,0.0626,0.0,0.0,0.1667,0.057,0.0106,0.0506,0.0486,0.1117,0.0,0,mock
e8b90db45c1ef33ed0fb1b2cb42af7b4d3f897dda7ca,0.1489,0.0154,0.0496,0.0571,0.2047,0.0833,0.2639,0.024,0.0,0.1106,0.0605,0.1694,0.1784,0.1444,0.0323,0.1445,0.1252,0,mock
b5d1cdb38cb1d96dcbe152677bd6a65479ff87a1ea8a,1.0,0.8433,0.6585,0.814,0.8245,0.8208,0.7614,0.9553,0.8112,0.7278,0.8522,0.7,0.6909,0.6629,0.7599,0.8437,0.7397,1,mock
32812f237db6199b3df6ba67d6c430034092010ac62b,0.092,0.0,0.1131,0.1185,0.0531,0.0576,0.1001,0.1326,0.0,0.1623,0.0196,0.1965,0.1677,0.109,0.0617,0.1988,0.0684,0,mock
426f913aa249ba102286166f71ec01463d33e2eaabc3,0.0578,0.0212,0.1493,0.0439,0.0148,0.1689,0.0828,0.2025,0.0377,0.0928,0.1608,0.1239,0.0,0.2003,0.113,0.2095,0.0636,0,mock
72a1ed81a3ca5d5464515ab3641fa7d01145b3824de3,0.1598,0.125,0.0,0.0164,0.0,0.1538,0.1581,0.0866,0.0756,0.026,0.077,0.0,0.0827,0.2036,0.1834,0.2168,0.1657,0,mock
8f4af16a8f8b2ae9622a9cb6bcddf5a37bdeea0881ad,0.8006,0.8285,0.8215,0.7511,0.7497,0.667,0.8508,0.8821,0.8075,0.756,0.7556,0.5812,0.754,0.7164,0.7447,0.7618,0.675,1,mock
cc3d59771045f3c43fc86e6a63a21388cceea2495767,0.9976,0.8412,0.7518,0.7829,0.9318,0.8404,0.7235,0.7534,0.6607,0.7421,0.924,0.7631,0.7239,0.7931,0.7606,0.7514,0.7153,1,mock
6629c27f910cea45ccb2ff4e7c41dcf74c9ccc55cf86,0.8872,0.8489,0.6487,0.7154,0.7448,0.7614,0.8013,0.8674,0.666,0.7587,0.8549,0.6079,0.7293,0.77,0.7018,0.8525,0.8241,1,mock
e738aa45e70c96e6a5527bcbb8c9fc89eed04fc62d88,0.0,0.0,0.0743,0.0,0.1904,0.0314,0.2209,0.0892,0.0909,0.0797,0.0,0.192,0.1891,0.0249,0.0044,0.1593,0.105,0,mock
d56e7e7dabb7ba91cd7ca9298e913281625ee95b9844,0.0991,0.0637,0.0,0.0087,0.0078,0.0281,0.2241,0.0549,0.1643,0.0365,0.0629,0.0297,0.1853,0.0253,0.0,0.1819,0.0742,0,mock
df48e8a096eb4cd46513895fafd2b22d0d8af970c2fb,0.8877,0.8131,0.7279,0.5863,0.8149,0.6523,0.8235,0.8079,0.7225,0.75,0.8231,0.6003,0.8963,0.8472,0.9148,0.8673,0.6707,1,mock
208db2e75b0c74a4b3fc1e51244fc7427e46c5b7d0ca,0.1443,0.0301,0.0936,0.0487,0.2054,0.0432,0.2474,0.0,0.0,0.0,0.0125,0.0157,0.0327,0.1982,0.0414,0.1245,0.1622,0,mock
5670f03e607914696bf664d8223ea4f6c93ba6ed7f76,0.0086,0.0,0.1709,0.1395,0.1844,0.1924,0.2926,0.0302,0.0,0.043,0.0892,0.0,0.1021,0.1603,0.1148,0.1022,0.0797,0,mock
4da35d7242a9393df0707fa9ba881f2c3bdfac549779,0.0781,0.1491,0.0741,0.0979,0.1396,0.1493,0.2918,0.0888,0.0,0.0441,0.0143,0.0707,0.021,0.1643,0.1051,0.0106,0.0,0,mock
69d788ebcdf40320bc977d74706707d797fe609a3e89,0.1248,0.1657,0.1428,0.0078,0.2142,0.0982,0.113,0.1807,0.1203,0.1134,0.0723,0.0405,0.009,0.0139,0.0596,0.1471,0.0928,0,mock
e91ce798adbad5da3b908364ee604a86cdf317cd20cd,0.1274,0.0,0.0305,0.1437,0.1998,0.1115,0.2911,0.164,0.0275,0.0,0.1379,0.1576,0.2057,0.0931,0.0591,0.1819,0.1322,0,mock
e3d394ad65755e95f759e13b0e28fecd5b0971dffce0,0.155,0.1179,0.089,0.0088,0.0262,0.0,0.2228,0.0,0.1195,0.0,0.0676,0.113,0.0415,0.081,0.1339,0.0867,0.0184,0,mock
27eef9aa989cc7f33a738031bedff9aa58f7150ebf0c,0.9732,0.7533,0.8621,0.7343,0.8317,0.7204,0.7637,0.7905,0.742,0.8425,0.9278,0.6753,0.7046,0.7528,0.839,0.9324,0.7198,1,mock
a5c907c4f7067bf295c92d416c303b408ca8ae546b77,0.0717,0.101,0.0285,0.0391,0.04,0.126,0.2977,0.1712,0.1024,0.0,0.0,0.0679,0.0671,0.1057,0.0522,0.1699,0.0828,0,mock
dbe12d7094f073f745cbd1f00cb8e73b02558adb1c02,0.0414,0.0072,0.0697,0.0967,0.1518,0.0788,0.1444,0.0762,0.1511,0.0702,0.0,0.0127,0.0287,0.1872,0.055,0.0534,0.1733,0,mock
04013b2a041c27cd1d3e8ea2c63eee03b0d5f9ebb8eb,0.9277,0.7522,0.7615,0.5801,0.7989,0.7332,0.8192,0.8871,0.7416,0.7861,0.7813,0.6936,0.8963,0.821,0.7207,0.7504,0.7537,1,mock
b5b158a527684811ba684a5ec19b1c16fc6a7ecc42c6,0.0438,0.0,0.0199,0.0,0.1486,0.1913,0.1932,0.1864,0.0705,0.0,0.0667,0.1601,0.0,0.0,0.1113,0.1511,0.1951,0,mock
ae109d2a362d1d5ce4cb6aaeaf68027887105fbf2710,0.0787,0.0638,0.1781,0.0,0.0156,0.1168,0.0888,0.1849,0.0901,0.1311,0.0016,0.1809,0.0,0.0801,0.0028,0.1413,0.1067,0,mock
0fdd7c6c231aa4f53281482451d055da239bf66b9bac,0.051,0.0999,0.068,0.0715,0.0855,0.1899,0.1234,0.0652,0.0211,0.0,0.0,0.0,0.2163,0.0097,0.0,0.0126,0.1429,0,mock
45d6bb305e90ecff5a2612ccace2fe5ab8884651f5c4,0.9748,0.6951,0.8163,0.6898,0.8004,0.6405,0.7279,0.7401,0.854,0.8037,0.9674,0.7103,0.7408,0.8108,0.7259,0.8157,0.8174,1,mock
89e22d0abbfff0fe2fde8d15a2bcd3d33e5e9d1060d7,0.8397,0.7257,0.7377,0.6813,0.7969,0.69,0.9016,0.8364,0.8367,0.8121,0.7421,0.8198,0.8806,0.8626,0.9023,0.9337,0.6699,1,mock
f658f7cd27c6a950b3f28ecb40085d1b8d052c09928e,0.0021,0.0345,0.0565,0.1293,0.0,0.0089,0.179,0.1777,0.0851,0.0,0.0743,0.0574,0.0073,0.0261,0.0189,0.1785,0.0714,0,mock
606a926e7e88cad404dcbffc6c1ea15a188dbc386ce4,0.1194,0.0783,0.0,0.0871,0.0,0.0533,0.1451,0.1845,0.0884,0.1374,0.0,0.1682,0.1359,0.0355,0.0514,0.2144,0.0,0,mock
232f40ca1b3d1dbcdbaf469014e74d5e763123b5449c,0.9098,0.8006,0.7245,0.7447,0.772,0.8644,0.8476,0.8404,0.7954,0.6828,0.7806,0.7194,0.7581,0.7771,0.7423,0.8617,0.6869,1,mock
71e7ca77412cfe481de9e52a653256b274c96ad129e1,0.8845,0.8554,0.6944,0.7844,0.9294,0.6508,0.8916,0.7885,0.7415,0.8265,0.821,0.5869,0.8842,0.6736,0.7309,0.9215,0.7117,1,mock
a4884d8d73d886d485f1631d287a5d75ca2caceda391,0.8146,0.8425,0.8494,0.7708,0.905,0.7196,0.9079,0.8628,0.7632,0.7096,0.7312,0.7232,0.8089,0.8573,0.7531,0.9096,0.8469,1,mock
3f29eb30cd80fe2a068b12340809129f42b091d7de15,0.1416,0.1408,0.0,0.0,0.2018,0.1508,0.126,0.0708,0.0198,0.0739,0.1645,0.0187,0.0,0.1278,0.0054,0.1085,0.1495,0,mock
fa7ae4124f852a37539d1e9c6d08af8c2747d6f5dcd3,0.9034,0.7871,0.673,0.8077,0.8883,0.8623,0.8566,0.846,0.7161,0.7325,0.847,0.5951,0.7687,0.6403,0.7296,0.9479,0.7167,1,mock
2f847329ca55742a6118d7abe30ece3c05a419bfc836,0.9776,0.8012,0.7825,0.6097,0.7373,0.7194,0.8226,0.7726,0.8389,0.8209,0.8139,0.6192,0.8947,0.8098,0.8453,0.7984,0.7228,1,mock
bc19d6b8fc3458258709fa1386e20ca9cfa0b5a5c652,0.7978,0.7208,0.7201,0.7557,0.8613,0.8455,0.7023,0.8726,0.7773,0.7959,0.7374,0.8062,0.7196,0.8435,0.7177,0.7543,0.6793,1,mock
c7ac94832f4ff335788d75e998fcf722ea864b02572f,0.1659,0.012,0.0904,0.0739,0.0,0.126,0.2351,0.0,0.0444,0.1463,0.0914,0.0592,0.1949,0.1488,0.143,0.1092,0.149,0,mock
e922f177c7d3abc70975d73e449f05513b0818f110dd,0.1056,0.158,0.0119,0.001,0.1354,0.0,0.1951,0.0532,0.0988,0.1359,0.1093,0.0,0.0892,0.1652,0.1698,0.0773,0.1496,0,mock
555dea7fef80d90000ee635f173c794f7d437aa26091,0.0407,0.0314,0.1272,0.0,0.1041,0.0,0.2792,0.0884,0.1034,0.0,0.1169,0.1851,0.1471,0.0125,0.0593,0.0882,0.0029,0,mock
dbefd3b1e90235b4237cc49b0deb60ec7f0944f50959,0.1206,0.1565,0.1662,0.0787,0.1634,0.1101,0.2189,0.0005,0.0,0.0,0.0052,0.1634,0.0,0.0106,0.1806,0.0861,0.0324,0,mock
a7f81a4dc6a77dd6b5ff57caf00897b32a563d6e2766,0.8674,0.6968,0.7894,0.6592,0.8053,0.8335,0.8527,0.8021,0.7042,0.778,0.8266,0.651,0.7105,0.7309,0.9057,0.8926,0.8467,1,mock
916ea395af1e5fbcf732a0d5543d63fa6aa796eb344e,0.0883,0.039,0.2092,0.0726,0.0,0.1927,0.2375,0.2082,0.008,0.1056,0.1062,0.1898,0.1166,0.0307,0.0,0.1345,0.0376,0,mock
87dbdd4c504aeaf2b692429d3af56c43080b2e1ca9ad,0.0746,0.0,0.1666,0.0218,0.0531,0.0,0.2096,0.0159,0.0506,0.0,0.0,0.1356,0.0743,0.0869,0.1028,0.1011,0.0133,0,mock
1308ee8a22fb7159ffb054e0a7a59298783131610cb5,0.9389,0.8061,0.7053,0.6216,0.9489,0.7122,0.765,0.9153,0.803,0.8344,0.8964,0.7264,0.7261,0.6892,0.8139,0.784,0.8635,1,mock
e081b951b90451cc8128ff0934a55d7191870fb77f1e,0.0754,0.0,0.0798,0.1685,0.0529,0.0103,0.0913,0.0,0.1414,0.0157,0.0,0.1587,0.1947,0.0,0.0,0.0833,0.1082,0,mock
608e4e6a6afad266c7983cf319ca6ff8df4a46c2a29a,0.7931,0.8955,0.8591,0.6988,0.7571,0.7499,0.8225,0.8568,0.8646,0.9169,0.9541,0.6117,0.8866,0.7664,0.7677,0.8939,0.8131,1,mock
754cf083363a709a07f9751eb107b976134a1ef8bec8,0.0998,0.0647,0.0097,0.0642,0.0262,0.1085,0.2184,0.0,0.0669,0.0,0.0442,0.1752,0.0089,0.2047,0.0031,0.0,0.1488,0,mock
2c953bb02f18444631129eb7cc3069ab2e0251d26d7d,0.0057,0.138,0.1076,0.0,0.1002,0.0699,0.3023,0.0,0.0,0.0571,0.0101,0.0544,0.0177,0.0632,0.0445,0.1301,0.0167,0,mock
d173179dca31365142f2f5c44fa56af76ba039b4add1,0.9895,0.8178,0.7427,0.6857,0.7742,0.6423,0.9059,0.8447,0.8273,0.7762,0.7478,0.7311,0.6929,0.6658,0.8151,0.8029,0.8685,1,mock
92c6f3d23c62378aa14727b4cbbc35dbd8639bd49a05,0.9894,0.6886,0.6464,0.7315,0.951,0.8694,0.8592,0.8342,0.6536,0.8321,0.9394,0.6865,0.8466,0.8468,0.691,0.9211,0.7004,1,mock
6a597a0e6a38c3f89f2d4c020de2fc819183a2e53f88,1.0,0.7933,0.816,0.6678,0.7836,0.8153,0.856,0.7998,0.7415,0.8025,0.8252,0.7005,0.839,0.8335,0.8736,0.8774,0.6698,1,mock
6e3e7bbb68ef7638269dde84c0359ddefcdb0301046e,0.1381,0.1461,0.0777,0.0172,0.1378,0.0,0.3064,0.1538,0.0,0.0,0.1063,0.1839,0.1053,0.179,0.1879,0.2036,0.0204,0,mock
34a29d71aceddf7782ed0ce1f3b0c368be232f4a47e5,0.0,0.0616,0.0382,0.158,0.0137,0.1569,0.282,0.0209,0.0,0.0,0.0006,0.0883,0.0738,0.0,0.1433,0.1426,0.0,0,mock
e66633e491581c64b3255bedbfc939a8e0c446e7fd4c,0.8437,0.706,0.7343,0.7549,0.8053,0.7755,0.8027,0.8224,0.7684,0.7411,0.9001,0.5804,0.9021,0.7592,0.8527,0.9081,0.791,1,mock
668e47155ca9d118e0733fd1d1ca8efebe70e6b43ee5,0.0085,0.0649,0.0255,0.0,0.11,0.1853,0.109,0.0313,0.0156,0.0,0.0265,0.0359,0.0734,0.0901,0.0,0.1756,0.116,0,mock
06ad020daaf12160eda6aa65612bbe254b40f8894a16,0.1011,0.091,0.108,0.1637,0.1614,0.0718,0.1116,0.1751,0.1507,0.0424,0.0393,0.1243,0.1505,0.0917,0.0156,0.0337,0.1667,0,mock
d00152900ff9f9212485ff02df81f233023563e5500f,0.9427,0.853,0.7882,0.7812,0.8808,0.8468,0.8351,0.8041,0.7358,0.8191,0.9058,0.6016,0.7508,0.8094,0.7222,0.7617,0.7595,1,mock
a0d5101d50ddbe744cedd8e05aa020c83010e4fce406,0.8892,0.7555,0.7076,0.8128,0.827,0.7535,0.9171,0.8878,0.7602,0.7792,0.775,0.6668,0.8615,0.7801,0.8624,0.7789,0.7618,1,mock
df44f6542cd9238d6bef285ab23c44d909d9f63fbd06,0.8257,0.8424,0.7804,0.6397,0.8964,0.7126,0.7109,0.8221,0.7713,0.7201,0.9277,0.6516,0.7498,0.8047,0.8231,0.8111,0.8431,1,mock
47a45f679034da32a5ac23ed85328739b3a01414450c,0.8015,0.8178,0.7584,0.7535,0.9548,0.8492,0.722,0.9417,0.6722,0.9007,0.9693,0.6753,0.7989,0.8548,0.9109,0.9522,0.8404,1,mock
7cbb0ea32387e140c5121dbebbca53fbe8577939f8db,0.8635,0.8829,0.7782,0.7753,0.8994,0.7014,0.8275,0.7503,0.6621,0.7083,0.8033,0.6239,0.8464,0.7526,0.7804,0.7631,0.7221,1,mock
8dd605343a7622d7d95da2d45ba7823b8d5fa4e70591,0.1082,0.1482,0.0,0.0,0.1067,0.1809,0.2481,0.0871,0.0,0.0607,0.1192,0.1165,0.1474,0.193,0.1476,0.0771,0.0074,0,mock
a4093c94ead6bf7d43e00bcc062d228d55d823d69b57,0.9354,0.8262,0.7016,0.6059,0.7453,0.8672,0.8337,0.9368,0.6927,0.8507,0.9442,0.6517,0.716,0.8137,0.8959,0.9233,0.8226,1,mock
e7135dcb2fe96b9ee6e11cde6ae561d22607adccaec9,0.063,0.0483,0.1898,0.1609,0.0818,0.0821,0.2554,0.0951,0.0536,0.1695,0.1431,0.1275,0.0773,0.1279,0.1786,0.159,0.1314,0,mock
626d4b2865fcae3ab99ab5f38c69618ade4a97f9ac54,0.898,0.8471,0.6536,0.7885,0.7623,0.8638,0.7863,0.9282,0.6947,0.78,0.8849,0.6251,0.7307,0.8278,0.8578,0.9123,0.8381,1,mock
2b208348b1b31f073a8ab8847a9351fc435d10afec37,0.9262,0.689,0.6961,0.6145,0.8761,0.7965,0.6893,0.9435,0.7096,0.737,0.909,0.801,0.8953,0.6349,0.8762,0.8027,0.6973,1,mock
4fc3ca7444cf92ce6abad08e7467276022627b1f4131,0.0083,0.0,0.1685,0.1513,0.0169,0.1886,0.1593,0.1312,0.0747,0.0759,0.1381,0.1952,0.029,0.0738,0.0883,0.0252,0.0,0,mock
7a9c6d546f2fc5f6f92e21c4f09e899ad75ada7bc7b5,0.9764,0.8273,0.7842,0.5863,0.953,0.8291,0.7442,0.7733,0.7986,0.7542,0.8116,0.5815,0.8888,0.7659,0.7762,0.764,0.782,1,mock
e230b78a56cb1b9a456906caef416c814be4a4762842,0.169,0.1642,0.0148,0.1539,0.2001,0.0362,0.2138,0.2077,0.0,0.0062,0.1411,0.1345,0.1637,0.1912,0.0594,0.0787,0.0663,0,mock
ce913d126eebacda5f1a81d25e772650e96be1b219fe,0.0657,0.1446,0.1307,0.058,0.1229,0.0441,0.1483,0.1683,0.1016,0.0914,0.1014,0.0847,0.0394,0.0587,0.0998,0.1775,0.0467,0,mock
c7048512a4345c49ca67846ad06f2824547b1eefbce6,0.8897,0.8534,0.7284,0.7371,0.767,0.7427,0.9126,0.8113,0.7962,0.836,0.9344,0.7846,0.8862,0.7212,0.756,0.9025,0.8123,1,mock
ed01fcb9172a8a7d9fbf4410ee5adf03795e619ae202,0.9997,0.7331,0.6452,0.7777,0.9483,0.7025,0.778,0.7635,0.8571,0.753,0.8482,0.6033,0.8929,0.6626,0.7889,0.8909,0.8084,1,mock
cdbe10bf436a38a1411ab6885c1a5da6eccc61e8d7fa,0.0768,0.0,0.2128,0.1352,0.0008,0.1657,0.1974,0.219,0.072,0.1309,0.0,0.1352,0.1567,0.0392,0.0386,0.1191,0.174,0,mock
3c4febe3d8d1ee0f473ac016f83606b71bcf0e33b929,0.9474,0.8994,0.6368,0.7481,0.9574,0.7653,0.8151,0.7752,0.8671,0.8916,0.8481,0.6542,0.7977,0.6517,0.7358,0.7825,0.7563,1,mock
f4f5b79fa1d54e5e7fa869c4bda4c6c1b3325f040ef1,0.0848,0.0,0.0843,0.0102,0.1732,0.142,0.0904,0.1577,0.152,0.0,0.1185,0.0764,0.0079,0.1948,0.1331,0.1222,0.0382,0,mock
0209fe42517f8cc9f5b44b887aaff8d610b4ad52b1a7,0.0032,0.1539,0.1343,0.1282,0.0,0.0711,0.2283,0.0972,0.0154,0.0777,0.0089,0.0449,0.0,0.1936,0.0047,0.0651,0.0,0,mock
1b2b220f996fd7527a96d8f94890478bc089d4abc818,0.7929,0.7849,0.8313,0.6617,0.9146,0.8592,0.7752,0.9157,0.6371,0.7456,0.9682,0.6977,0.7654,0.8559,0.7836,0.8931,0.7886,1,mock
a270b4220af0bddd5d98c717af8f2ac8f78e9f7eb626,0.9006,0.7205,0.856,0.617,0.8881,0.803,0.8252,0.9322,0.7653,0.8781,0.7368,0.5909,0.8339,0.7684,0.8363,0.9141,0.73,1,mock
20e8c034ed8fd91f0041fab2782ceb22e3aa0ea0b2e4,0.7957,0.8409,0.8157,0.7876,0.8318,0.6549,0.8091,0.8987,0.8643,0.866,0.8852,0.8055,0.8593,0.6669,0.7902,0.8096,0.651,1,mock
7b53b9801ee6a5333564c861f4c53e1f6f59768ab7e4,0.87,0.7149,0.7575,0.7158,0.9202,0.6708,0.699,0.939,0.7787,0.7378,0.9491,0.6143,0.7907,0.691,0.7413,0.7323,0.8231,1,mock
2909c3c890ee982d2f7f7b2fe5266936b5400df6b312,0.1316,0.0,0.2194,0.0908,0.0122,0.0,0.0838,0.1531,0.0468,0.0348,0.1677,0.0,0.1341,0.0798,0.0694,0.1693,0.1051,0,mock
409233511c0dcaac7cb896a32c9c1151f91898fa9736,0.0572,0.0,0.0669,0.1127,0.1095,0.0126,0.2649,0.1382,0.0,0.0,0.1212,0.1245,0.2125,0.0939,0.0023,0.1408,0.0,0,mock
1e4d0e256a943b2a3473ebd48a0a7e509a5c2e1834d7,0.8356,0.7207,0.6387,0.6374,0.7301,0.6678,0.9192,0.9171,0.7148,0.7748,0.8707,0.7043,0.8569,0.6465,0.7016,0.7983,0.8291,1,mock
525bdee2f8369d623a10945b29720c95e86ad2c46908,0.8577,0.849,0.6994,0.6442,0.9359,0.8665,0.843,0.7529,0.8611,0.8686,0.9505,0.8182,0.8881,0.6605,0.8879,0.7899,0.8007,1,mock
cb2e8d28edbae78832258d60dccf8cd3725bef3a6459,0.7822,0.8163,0.6558,0.8159,0.7983,0.8674,0.8104,0.8485,0.8553,0.8843,0.8423,0.6263,0.707,0.669,0.7901,0.7917,0.6747,1,mock
1cd591cdf8b6e7a076b89ab6888b240aeec767b4b3f6,0.8453,0.6979,0.6787,0.7672,0.8703,0.6673,0.7194,0.8419,0.7276,0.8086,0.9615,0.6298,0.754,0.6936,0.7088,0.7678,0.7947,1,mock
d86301df542ed6c76c40347893b795363386e69d8c05,0.1164,0.0127,0.0143,0.1097,0.2032,0.0555,0.1539,0.2169,0.1259,0.0,0.0,0.1271,0.106,0.1371,0.1359,0.021,0.0499,0,mock
ad1f37aaf520e093541933aa37c86b1e8226a0d017c3,0.9335,0.686,0.696,0.6336,0.9068,0.7924,0.8941,0.7509,0.7313,0.6872,0.7825,0.7013,0.6864,0.6777,0.836,0.8608,0.6829,1,mock
557a3e171a58b6bcbee5242a6508b5d24181c1f587b7,0.0965,0.0097,0.1325,0.1422,0.0563,0.1644,0.1957,0.0604,0.076,0.0704,0.0218,0.1137,0.0358,0.121,0.1972,0.0358,0.1079,0,mock
f50209523e20f459edf99fec3235324594c403340056,0.1472,0.1062,0.0505,0.0,0.0144,0.0848,0.2173,0.1856,0.0511,0.0,0.1212,0.0323,0.1415,0.1117,0.1699,0.0203,0.0671,0,mock
c34d2a60520b4d06a0acfec17c2d7aa5c38d4dec019d,0.9319,0.7604,0.8264,0.7603,0.8915,0.6839,0.7278,0.7359,0.6888,0.794,0.9339,0.5975,0.7795,0.7811,0.7267,0.8971,0.7487,1,mock
3e17734d516c51f904d959a1debd51caab3d1b470655,0.8694,0.9139,0.6504,0.6029,0.762,0.8268,0.698,0.8663,0.7344,0.9114,0.7868,0.6426,0.7556,0.8222,0.8482,0.9065,0.7063,1,mock
752937b2e1f656b13a662e49bcc336b156e52560857f,0.1219,0.0,0.0795,0.0,0.1903,0.1867,0.2922,0.0339,0.1575,0.1515,0.0853,0.1104,0.1976,0.2138,0.0076,0.1483,0.0005,0,mock
eeda79056d3c184d6d750c64b0bcbbb71f047b1850dd,0.8046,0.8883,0.8075,0.7876,0.9082,0.7647,0.737,0.9182,0.8217,0.749,0.8895,0.8024,0.773,0.8596,0.9142,0.805,0.7625,1,mock
d41e3a24e9838cf464eb981b985f50d304fd7a07f754,0.7862,0.721,0.7,0.5997,0.9325,0.704,0.7754,0.8474,0.7886,0.7019,0.8606,0.6244,0.8925,0.7187,0.787,0.7932,0.7416,1,mock
5c5657fb707e08102c47159a3920d245ad5f9ba6a30a,0.1621,0.0736,0.1596,0.0,0.0409,0.1087,0.1526,0.0747,0.019,0.1623,0.0643,0.0993,0.0425,0.1009,0.1833,0.1907,0.0,0,mock
e6cb9991472beedb0254678ed1da26dc54f6848aa2ed,0.1355,0.124,0.0337,0.0,0.001,0.0,0.2577,0.2049,0.1087,0.0,0.0183,0.1648,0.209,0.1185,0.0,0.0,0.0885,0,mock
3df165c6b2523197df1f9676543269f80d1a504f0807,0.1669,0.1127,0.2037,0.0436,0.0609,0.0631,0.169,0.1936,0.1699,0.126,0.1558,0.1196,0.0708,0.0,0.0454,0.0593,0.0,0,mock
c7685abe520fa3dae20c5d512dc584ffb198774257b3,0.0,0.0,0.0413,0.0,0.0536,0.0577,0.1206,0.1275,0.0081,0.0,0.0,0.0536,0.0568,0.0791,0.0378,0.0701,0.1587,0,mock
1c6716870ec574cd0be68b17ce3bb746894ea7a7cbf3,1.0,0.8649,0.634,0.5962,0.7929,0.6396,0.6945,0.9194,0.7516,0.8309,0.8503,0.6797,0.8484,0.6498,0.8088,0.8779,0.6966,1,mock
138d100ee434355c15e55c3563a757e42165f8972d39,0.0,0.0,0.2094,0.1302,0.0934,0.1169,0.2942,0.0801,0.0481,0.0951,0.0,0.0,0.0465,0.2186,0.0,0.1589,0.0995,0,mock
3622fd1232d634b97b4412faf750f9134d83c2413d05,0.0353,0.1522,0.0,0.0,0.1834,0.107,0.2666,0.0,0.0469,0.0,0.0,0.0,0.1364,0.1929,0.0599,0.1738,0.1454,0,mock
8efd3a414709e072e7ea4aa7a9593fdfad7c78004280,0.0491,0.14,0.105,0.0805,0.0504,0.1927,0.2099,0.0117,0.0132,0.0365,0.0847,0.03,0.0,0.1892,0.0158,0.2074,0.1147,0,mock
7e281020115cf610f52600092b684b014ba55880917a,0.0156,0.1002,0.0964,0.0483,0.183,0.1681,0.1097,0.0025,0.1384,0.0,0.0,0.0821,0.0455,0.1938,0.1006,0.1201,0.1932,0,mock
36cb58e28d58ba1d36705b6f673421ecbd7569522716,0.8278,0.6849,0.6666,0.6103,0.8907,0.7654,0.7323,0.8979,0.8141,0.7203,0.8757,0.7595,0.7075,0.8266,0.9115,0.7559,0.6362,1,mock
867f2d3f1220bbbc19ffc082352e2a56ed72b9367432,0.1271,0.0251,0.1888,0.0666,0.0986,0.0924,0.2384,0.1158,0.0938,0.0656,0.0,0.0,0.0,0.0423,0.0968,0.0347,0.0855,0,mock
24b6b452433d312d6162860bbc4685c3be923f3a2b30,0.0,0.1255,0.0334,0.1356,0.0142,0.0144,0.1101,0.0113,0.0,0.0958,0.1182,0.0,0.1659,0.1618,0.0,0.0059,0.1503,0,mock
f41425c4a60384b2be2b2dceb3c48238e8c3325b10ce,0.7802,0.9003,0.6784,0.6113,0.9021,0.8505,0.8826,0.8077,0.6353,0.8208,0.9501,0.7658,0.8832,0.8366,0.9105,0.8197,0.8561,1,mock
231342e2e3385649e419ecd720f1c0aa784349c07e96,0.8888,0.8032,0.7396,0.5939,0.841,0.8237,0.8536,0.825,0.8259,0.859,0.8688,0.5909,0.7627,0.6453,0.9186,0.9543,0.6466,1,mock
ac25e510bec25cc9c3c0b30977dc7fac1dea4ffea225,0.9911,0.8988,0.7802,0.6825,0.8489,0.8633,0.906,0.8911,0.8186,0.7565,0.8299,0.6158,0.7704,0.8111,0.7936,0.9338,0.7022,1,mock
0a34bff061079b58faabd26d7c288d0145fc447047fe,0.0516,0.0239,0.0987,0.163,0.1281,0.0447,0.3147,0.0569,0.0,0.0,0.1309,0.0437,0.1581,0.0,0.1739,0.0619,0.0,0,mock
3fa737efd2c0250d228cdba23dd69dbe7fb48257ec6d,0.8544,0.8027,0.6788,0.7739,0.8587,0.7238,0.8322,0.9303,0.7935,0.6959,0.8977,0.7552,0.8832,0.6439,0.7007,0.8343,0.7388,1,mock
3d902d0cefe3e70111214a14d618dfb688def3545ae7,0.0563,0.0,0.1301,0.0,0.1598,0.0596,0.1053,0.1333,0.0159,0.0401,0.0897,0.1719,0.02,0.0233,0.0564,0.061,0.0,0,mock
e2ca988e62e69612112efec952a11558f59f0721aba1,0.9622,0.7332,0.7119,0.7792,0.9615,0.7001,0.8053,0.8985,0.641,0.7194,0.7637,0.752,0.8532,0.6557,0.8266,0.775,0.8533,1,mock
25972668e254d2ce6071ef37334c5253222b2b498292,0.793,0.885,0.663,0.6281,0.8282,0.7667,0.8976,0.8398,0.7059,0.8518,0.9169,0.697,0.8314,0.6724,0.8323,0.7311,0.6956,1,mock
87379f7b25c902d388b06cbc36af8ab9333bc629aabf,0.1657,0.0,0.0,0.1122,0.1384,0.114,0.2966,0.0,0.0816,0.1012,0.0885,0.0847,0.051,0.0765,0.1234,0.1129,0.033,0,mock
